LabSampleID,FinalID,LifeStageCode,LifeStageName,Distinct,BAResult,TaxonomicQualifier,LabResultPersonnelCode,ExcludedTaxaEntered,ExcludedTaxa,BenthicResultType
19946,Macrocyclops albidus,X,Undefined,0,4,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19946,Cyprididae,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19946,Dasyhelea,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19946,Dero,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19946,Hyalella,X,Undefined,0,34,None,"Pickard, D.",NA,NA,Quantitative
19946,Ostracoda,X,Undefined,0,72,None,"Pickard, D.",NA,NA,Quantitative
19946,Physa,X,Undefined,0,3,None,"Pickard, D.",NA,NA,Quantitative
19946,Tanypus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19946,Tubificidae,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19947,Arctodiaptomus dorsalis,X,Undefined,0,2,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19947,Chironomus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19947,Daphnia magna ,X,Undefined,0,2,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19947,Simocephalus sp.,X,Undefined,0,8,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19947,Ceriodaphnia sp.,X,Undefined,0,2,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19947,Alona sp.,X,Undefined,0,5,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19947,Corisella decolor,A,Adult,0,116,None,"Pickard, D.",NA,NA,Quantitative
19947,Corixidae,L,Larva,0,58,I,"Pickard, D.",NA,NA,Quantitative
19947,Cricotopus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19947,Acanthocyclops einslei,X,Undefined,0,1,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19947,Acanthocyclops trajani,X,Undefined,0,11,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19947,Macrocyclops albidus,X,Undefined,0,5,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19947,Cyprididae,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19947,Dasyhelea,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19947,Dero,X,Undefined,0,4,None,"Pickard, D.",NA,NA,Quantitative
19947,Dicrotendipes,L,Larva,0,3,None,"Pickard, D.",NA,NA,Quantitative
19947,Hyalella,X,Undefined,0,54,None,"Pickard, D.",NA,NA,Quantitative
19947,Ostracoda,X,Undefined,0,200,None,"Pickard, D.",NA,NA,Quantitative
19947,Physa,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19947,Tanypus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19947,Tubificidae,X,Undefined,0,10,I,"Pickard, D.",NA,NA,Quantitative
19948,Leptodiaptomus siciloides,X,Undefined,0,2,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19948,Chironomus,L,Larva,0,4,None,"Pickard, D.",NA,NA,Quantitative
19948,Ceriodaphnia sp.,X,Undefined,0,2,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19948,Oligochaeta,X,Undefined,1,8,O,"Pickard, D.",NA,NA,Quantitative
19948,Ostracoda,X,Undefined,0,495,None,"Pickard, D.",NA,NA,Quantitative
19948,,,,,,,,,,Quantitative
19949,Skistodiaptomus pallidus,X,Undefined,0,11,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19949,Chironomus,L,Larva,0,19,None,"Pickard, D.",NA,NA,Quantitative
19949,Simocephalus sp.,X,Undefined,0,166,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19949,Coenagrionidae,L,Larva,0,9,I,"Pickard, D.",NA,NA,Quantitative
19949,Corynoneura,L,Larva,0,6,None,"Pickard, D.",NA,NA,Quantitative
19949,Cricotopus,L,Larva,0,19,None,"Pickard, D.",NA,NA,Quantitative
19949,Acanthocyclops einslei,X,Undefined,0,35,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19949,Eucyclops elegans,X,Undefined,0,2,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19949,Macrocyclops albidus,X,Undefined,0,47,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19949,Mesocyclops edax,X,Undefined,0,18,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19949,Dasyhelea,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19949,Dero,X,Undefined,0,45,None,"Pickard, D.",NA,NA,Quantitative
19949,Dicrotendipes,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19949,Ephydridae,P,Pupa,0,2,None,"Pickard, D.",NA,NA,Quantitative
19949,Ferrissia,X,Undefined,0,17,None,"Pickard, D.",NA,NA,Quantitative
19949,Hyalella,X,Undefined,0,29,None,"Pickard, D.",NA,NA,Quantitative
19949,Hydra,X,Undefined,0,8,None,"Pickard, D.",NA,NA,Quantitative
19949,Oligochaeta,X,Undefined,1,9,O,"Pickard, D.",NA,NA,Quantitative
19949,Ostracoda,X,Undefined,0,9,None,"Pickard, D.",NA,NA,Quantitative
19949,Physa,X,Undefined,0,20,None,"Pickard, D.",NA,NA,Quantitative
19949,Piona,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19949,Tubificidae,X,Undefined,0,13,I,"Pickard, D.",NA,NA,Quantitative
19949,Unionicolidae,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19950,Leptodiaptomus siciloides,X,Undefined,0,6,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19950,Chironomus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19950,Simocephalus sp.,X,Undefined,0,9,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19950,Ceriodaphnia sp.,X,Undefined,0,358,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19950,Acanthocyclops trajani,X,Undefined,0,97,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19950,Ferrissia,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19950,Notonecta,A,Adult,0,2,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19950,Oligochaeta,X,Undefined,1,1,O,"Pickard, D.",NA,NA,Quantitative
19950,Ostracoda,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19950,Paranais litoralis,X,Undefined,0,15,None,"Pickard, D.",NA,NA,Quantitative
19950,Piona,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19950,Sigara,A,Adult,0,1,None,"Pickard, D.",NA,NA,Quantitative
19950,Tubificidae,X,Undefined,0,3,I,"Pickard, D.",NA,NA,Quantitative
19951,Apedilum,L,Larva,0,7,None,"Pickard, D.",NA,NA,Quantitative
19951,Chaetogaster diaphanus,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19951,Chironomus,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19951,Simocephalus sp.,X,Undefined,0,149,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19951,Alona sp.,X,Undefined,0,1,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19951,Ilyocryptus sp.,X,Undefined,0,1,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19951,Corisella decolor,A,Adult,0,10,None,"Pickard, D.",NA,NA,Quantitative
19951,Corixidae,L,Larva,0,62,I,"Pickard, D.",NA,NA,Quantitative
19951,Cricotopus,L,Larva,0,13,None,"Pickard, D.",NA,NA,Quantitative
19951,Acanthocyclops trajani,X,Undefined,0,5,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19951,Macrocyclops albidus,X,Undefined,0,5,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19951,Dero,X,Undefined,0,113,None,"Pickard, D.",NA,NA,Quantitative
19951,Dicrotendipes,L,Larva,0,32,None,"Pickard, D.",NA,NA,Quantitative
19951,Ferrissia,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19951,Helisoma,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19951,Hyalella,X,Undefined,0,5,None,"Pickard, D.",NA,NA,Quantitative
19951,Oligochaeta,X,Undefined,1,8,O,"Pickard, D.",NA,NA,Quantitative
19951,Ostracoda,X,Undefined,0,11,None,"Pickard, D.",NA,NA,Quantitative
19951,Physa,X,Undefined,0,21,None,"Pickard, D.",NA,NA,Quantitative
19951,Pristina leidyi,X,Undefined,0,5,None,"Pickard, D.",NA,NA,Quantitative
19951,Procladius,L,Larva,0,8,None,"Pickard, D.",NA,NA,Quantitative
19951,Slavina appendiculata,X,Undefined,0,4,None,"Pickard, D.",NA,NA,Quantitative
19951,Tanytarsus,L,Larva,0,5,None,"Pickard, D.",NA,NA,Quantitative
19951,Tubificidae,X,Undefined,0,16,I,"Pickard, D.",NA,NA,Quantitative
19952,Chironomus,L,Larva,0,6,None,"Pickard, D.",NA,NA,Quantitative
19952,Simocephalus sp.,X,Undefined,0,89,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19952,Daphnia ambigua ,X,Undefined,0,179,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19952,Ceriodaphnia sp.,X,Undefined,0,2,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19952,Corisella decolor,A,Adult,0,1,None,"Pickard, D.",NA,NA,Quantitative
19952,Corixidae,L,Larva,0,8,I,"Pickard, D.",NA,NA,Quantitative
19952,Cricotopus,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19952,Acanthocyclops einslei,X,Undefined,0,7,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19952,Dero,X,Undefined,0,51,None,"Pickard, D.",NA,NA,Quantitative
19952,Dicrotendipes,L,Larva,0,5,None,"Pickard, D.",NA,NA,Quantitative
19952,Dytiscidae,L,Larva,1,1,I,"Pickard, D.",NA,NA,Quantitative
19952,Ferrissia,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19952,Glossiphoniidae,X,Undefined,0,2,I,"Pickard, D.",NA,NA,Quantitative
19952,Haliplus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19952,Helisoma,X,Undefined,0,4,None,"Pickard, D.",NA,NA,Quantitative
19952,Hyalella,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19952,Libellulidae,L,Larva,0,1,I,"Pickard, D.",NA,NA,Quantitative
19952,Oligochaeta,X,Undefined,1,1,O,"Pickard, D.",NA,NA,Quantitative
19952,Oreodytes,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19952,Ostracoda,X,Undefined,0,112,None,"Pickard, D.",NA,NA,Quantitative
19952,Physa,X,Undefined,0,23,None,"Pickard, D.",NA,NA,Quantitative
19952,Tropisternus,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19952,Tubificidae,X,Undefined,0,2,I,"Pickard, D.",NA,NA,Quantitative
19953,Aulodrilus,X,Undefined,0,4,None,"Pickard, D.",NA,NA,Quantitative
19953,Chaetogaster diaphanus,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19953,Chironomus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19953,Simocephalus sp.,X,Undefined,0,8,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19953,Corisella decolor,A,Adult,0,1,None,"Pickard, D.",NA,NA,Quantitative
19953,Corixidae,L,Larva,0,6,I,"Pickard, D.",NA,NA,Quantitative
19953,Cricotopus,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19953,Acanthocyclops einslei,X,Undefined,0,1,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19953,Macrocyclops albidus,X,Undefined,0,1,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19953,Dero,X,Undefined,0,11,None,"Pickard, D.",NA,NA,Quantitative
19953,Dicrotendipes,L,Larva,0,12,None,"Pickard, D.",NA,NA,Quantitative
19953,Erpobdellidae,X,Undefined,0,3,None,"Pickard, D.",NA,NA,Quantitative
19953,Helobdella stagnalis,X,Undefined,0,3,None,"Pickard, D.",NA,NA,Quantitative
19953,Hyalella,X,Undefined,0,162,None,"Pickard, D.",NA,NA,Quantitative
19953,Ostracoda,X,Undefined,0,215,None,"Pickard, D.",NA,NA,Quantitative
19953,Physa,X,Undefined,0,17,None,"Pickard, D.",NA,NA,Quantitative
19953,Procladius,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19953,Tubificidae,X,Undefined,1,6,I,"Pickard, D.",NA,NA,Quantitative
19953,Turbellaria,X,Undefined,0,46,None,"Pickard, D.",NA,NA,Quantitative
19954,Ablabesmyia,L,Larva,0,5,None,"Pickard, D.",NA,NA,Quantitative
19954,Berosus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Bezzia/ Palpomyia,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Aglaodiaptomus forbesi,X,Undefined,0,114,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19954,Callibaetis,L,Larva,0,6,None,"Pickard, D.",NA,NA,Quantitative
19954,Chironomus,L,Larva,0,6,None,"Pickard, D.",NA,NA,Quantitative
19954,Alona sp.,X,Undefined,0,5,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19954,Simocephalus sp.,X,Undefined,0,66,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19954,Coenagrionidae,L,Larva,0,6,I,"Pickard, D.",NA,NA,Quantitative
19954,Colymbetes,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19954,Corisella decolor,A,Adult,0,15,None,"Pickard, D.",NA,NA,Quantitative
19954,Corixidae,L,Larva,0,28,I,"Pickard, D.",NA,NA,Quantitative
19954,Cricotopus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Microcyclops rubellus,X,Undefined,0,1,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19954,Dasyhelea,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Dero,X,Undefined,0,53,None,"Pickard, D.",NA,NA,Quantitative
19954,Dicrotendipes,L,Larva,0,3,None,"Pickard, D.",NA,NA,Quantitative
19954,Helisoma,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Helobdella stagnalis,X,Undefined,0,9,None,"Pickard, D.",NA,NA,Quantitative
19954,Hyalella,X,Undefined,0,119,None,"Pickard, D.",NA,NA,Quantitative
19954,Ischnura,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Limnesia,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19954,Notonectidae,L,Larva,0,1,I,"Pickard, D.",NA,SAFIT_2006,Quantitative
19954,Ostracoda,X,Undefined,0,20,None,"Pickard, D.",NA,NA,Quantitative
19954,Oxyethira,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Paratanytarsus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Physa,X,Undefined,0,23,None,"Pickard, D.",NA,NA,Quantitative
19954,Procladius,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19954,Psectrocladius,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Tanytarsus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19954,Tubificidae,X,Undefined,1,10,I,"Pickard, D.",NA,NA,Quantitative
19954,Unionicolidae,X,Undefined,0,3,None,"Pickard, D.",NA,NA,Quantitative
19955,Anax,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19955,Aulodrilus,X,Undefined,0,21,None,"Pickard, D.",NA,NA,Quantitative
19955,Bezzia/ Palpomyia,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19955,Buenoa,A,Adult,0,8,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19955,Aglaodiaptomus forbesi,X,Undefined,0,131,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19955,Callibaetis,L,Larva,0,8,None,"Pickard, D.",NA,NA,Quantitative
19955,Simocephalus sp.,X,Undefined,0,49,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19955,Coenagrionidae,L,Larva,0,55,I,"Pickard, D.",NA,NA,Quantitative
19955,Corisella decolor,A,Adult,0,7,None,"Pickard, D.",NA,NA,Quantitative
19955,Corixidae,L,Larva,0,42,None,"Pickard, D.",NA,NA,Quantitative
19955,Cryptotendipes,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19955,Dero,X,Undefined,0,14,None,"Pickard, D.",NA,NA,Quantitative
19955,Dicrotendipes,L,Larva,0,11,None,"Pickard, D.",NA,NA,Quantitative
19955,Enochrus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19955,Erpobdellidae,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19955,Helobdella,X,Undefined,1,1,None,"Pickard, D.",NA,NA,Quantitative
19955,Helobdella stagnalis,X,Undefined,0,12,None,"Pickard, D.",NA,NA,Quantitative
19955,Hyalella,X,Undefined,0,108,None,"Pickard, D.",NA,NA,Quantitative
19955,Hydrachna,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19955,Hydrovatus,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19955,Ischnura,L,Larva,0,6,None,"Pickard, D.",NA,NA,Quantitative
19955,Ostracoda,X,Undefined,0,2,None,"Pickard, D.",NA,NA,Quantitative
19955,Oxyethira,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19955,Procladius,L,Larva,0,6,None,"Pickard, D.",NA,NA,Quantitative
19955,Tanytarsus,L,Larva,0,4,None,"Pickard, D.",NA,NA,Quantitative
19955,Tropisternus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19955,Tubificidae,X,Undefined,1,5,I,"Pickard, D.",NA,NA,Quantitative
19955,Unionicolidae,X,Undefined,0,9,None,"Pickard, D.",NA,NA,Quantitative
19955,Zavrelimyia/ Paramerina,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19956,Ablabesmyia,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19956,Aulodrilus,X,Undefined,0,24,None,"Pickard, D.",NA,NA,Quantitative
19956,Bezzia/ Palpomyia,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19956,Aglaodiaptomus forbesi,X,Undefined,0,70,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19956,Callibaetis,L,Larva,0,26,None,"Pickard, D.",NA,NA,Quantitative
19956,Chironomus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19956,Simocephalus sp.,X,Undefined,0,9,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19956,Coenagrionidae,L,Larva,0,19,I,"Pickard, D.",NA,NA,Quantitative
19956,Corisella decolor,A,Adult,0,8,None,"Pickard, D.",NA,NA,Quantitative
19956,Corixidae,L,Larva,1,76,None,"Pickard, D.",NA,NA,Quantitative
19956,Corynoneura,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19956,Dero,X,Undefined,0,31,None,"Pickard, D.",NA,NA,Quantitative
19956,Dicrotendipes,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19956,Erpobdellidae,X,Undefined,0,4,None,"Pickard, D.",NA,NA,Quantitative
19956,Helobdella,X,Undefined,1,1,None,"Pickard, D.",NA,NA,Quantitative
19956,Helobdella stagnalis,X,Undefined,0,11,None,"Pickard, D.",NA,NA,Quantitative
19956,Hyalella,X,Undefined,0,154,None,"Pickard, D.",NA,NA,Quantitative
19956,Hydrachna,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19956,Ischnura,L,Larva,0,4,None,"Pickard, D.",NA,NA,Quantitative
19956,Ostracoda,X,Undefined,0,5,None,"Pickard, D.",NA,NA,Quantitative
19956,Physa,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19956,Procladius,L,Larva,0,5,None,"Pickard, D.",NA,NA,Quantitative
19956,Tanytarsus,L,Larva,0,3,None,"Pickard, D.",NA,NA,Quantitative
19956,Tubificidae,X,Undefined,1,16,I,"Pickard, D.",NA,NA,Quantitative
19956,Unionicolidae,X,Undefined,0,21,None,"Pickard, D.",NA,NA,Quantitative
19957,Ablabesmyia,L,Larva,0,3,None,"Pickard, D.",NA,NA,Quantitative
19957,Anax,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19957,Aulodrilus,X,Undefined,0,6,None,"Pickard, D.",NA,NA,Quantitative
19957,Bezzia/ Palpomyia,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19957,Buenoa,A,Adult,0,6,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19957,Aglaodiaptomus forbesi,X,Undefined,0,65,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19957,Callibaetis,L,Larva,0,12,None,"Pickard, D.",NA,NA,Quantitative
19957,Chironomus,L,Larva,0,11,None,"Pickard, D.",NA,NA,Quantitative
19957,Simocephalus sp.,X,Undefined,0,24,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19957,Alona sp.,X,Undefined,0,1,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19957,Coenagrionidae,L,Larva,0,39,I,"Pickard, D.",NA,NA,Quantitative
19957,Corisella decolor,A,Adult,0,15,None,"Pickard, D.",NA,NA,Quantitative
19957,Corixidae,L,Larva,0,27,None,"Pickard, D.",NA,NA,Quantitative
19957,Cricotopus,L,Larva,0,3,None,"Pickard, D.",NA,NA,Quantitative
19957,Dero,X,Undefined,0,15,None,"Pickard, D.",NA,NA,Quantitative
19957,Dicrotendipes,L,Larva,0,5,None,"Pickard, D.",NA,NA,Quantitative
19957,Enallagma,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19957,Erpobdellidae,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19957,Helobdella stagnalis,X,Undefined,0,8,None,"Pickard, D.",NA,NA,Quantitative
19957,Hyalella,X,Undefined,0,181,None,"Pickard, D.",NA,NA,Quantitative
19957,Hydrovatus,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19957,Ischnura,L,Larva,0,10,None,"Pickard, D.",NA,NA,Quantitative
19957,Ostracoda,X,Undefined,0,6,None,"Pickard, D.",NA,NA,Quantitative
19957,Parachironomus,L,Larva,0,3,None,"Pickard, D.",NA,NA,Quantitative
19957,Tanytarsus,L,Larva,0,9,None,"Pickard, D.",NA,NA,Quantitative
19957,Tramea,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19957,Tubificidae,X,Undefined,1,32,None,"Pickard, D.",NA,NA,Quantitative
19957,Unionicolidae,X,Undefined,0,1,None,"Pickard, D.",NA,NA,Quantitative
19958,Calanoida,X,Undefined,0,1,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19958,Callibaetis,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19958,Chironomus,L,Larva,0,58,None,"Pickard, D.",NA,NA,Quantitative
19958,Ceriodaphnia sp.,X,Undefined,0,77,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
19958,Colymbetes,L,Larva,0,2,None,"Pickard, D.",NA,NA,Quantitative
19958,Corynoneura,L,Larva,0,1,None,"Pickard, D.",NA,NA,Quantitative
19958,Cricotopus,L,Larva,0,8,None,"Pickard, D.",NA,NA,Quantitative
19958,Acanthocyclops trajani,X,Undefined,0,14,None,"Pickard, D.",NA,SAFIT_2006,Quantitative
